run_id,dataset,backend,npoints,arm,repeat,k,budget,status,solve_time_s,simplex_iters,barrier_iters,dobj,gurobi_maxmem_gb
Tiny,Tiny,highs,25,cold_simplex,1,19,288229.86,OPTIMAL,0.0031,214,0,16.500833,NaN
Tiny,Tiny,highs,25,cold_simplex,1,20,289301.34,OPTIMAL,0.0029,214,0,16.304772,NaN
Tiny,Tiny,highs,25,cold_simplex,1,21,290372.83,OPTIMAL,0.0030,215,0,16.116488,NaN
Tiny,Tiny,highs,25,cold_simplex,1,22,291444.32,OPTIMAL,0.0029,214,0,15.943208,NaN
Tiny,Tiny,highs,25,cold_simplex,1,23,292515.8,OPTIMAL,0.0030,214,0,15.779536,NaN
Tiny,Tiny,highs,25,cold_simplex,1,24,293587.29,OPTIMAL,0.0030,212,0,15.629093,NaN
Tiny,Tiny,highs,25,cold_simplex,1,25,294658.78,OPTIMAL,0.0029,211,0,15.485553,NaN
Tiny,Tiny,highs,25,cold_simplex,2,1,268943.1,OPTIMAL,0.0033,220,0,42.100694,NaN
Tiny,Tiny,highs,25,cold_simplex,2,2,270014.59,OPTIMAL,0.0031,215,0,33.593362,NaN
Tiny,Tiny,highs,25,cold_simplex,2,3,271086.07,OPTIMAL,0.0032,213,0,26.292739,NaN
Tiny,Tiny,highs,25,cold_simplex,2,4,272157.56,OPTIMAL,0.0031,211,0,22.488434,NaN
Tiny,Tiny,highs,25,cold_simplex,2,5,273229.05,OPTIMAL,0.0030,209,0,21.227639,NaN
Tiny,Tiny,highs,25,cold_simplex,2,6,274300.53,OPTIMAL,0.0029,208,0,20.237996,NaN
Tiny,Tiny,highs,25,cold_simplex,2,7,275372.02,OPTIMAL,0.0029,207,0,19.627757,NaN
Tiny,Tiny,highs,25,cold_simplex,2,8,276443.51,OPTIMAL,0.0030,208,0,19.066673,NaN
Tiny,Tiny,highs,25,cold_simplex,2,9,277514.99,OPTIMAL,0.0029,207,0,18.675804,NaN
Tiny,Tiny,highs,25,cold_simplex,2,10,278586.48,OPTIMAL,0.0029,210,0,18.417856,NaN
Tiny,Tiny,highs,25,cold_simplex,2,11,279657.97,OPTIMAL,0.0029,210,0,18.163734,NaN
Tiny,Tiny,highs,25,cold_simplex,2,12,280729.45,OPTIMAL,0.0029,210,0,17.919271,NaN
Tiny,Tiny,highs,25,cold_simplex,2,13,281800.94,OPTIMAL,0.0030,211,0,17.694451,NaN
Tiny,Tiny,highs,25,cold_simplex,2,14,282872.43,OPTIMAL,0.0030,213,0,17.481136,NaN
Tiny,Tiny,highs,25,cold_simplex,2,15,283943.91,OPTIMAL,0.0030,213,0,17.285075,NaN
Tiny,Tiny,highs,25,cold_simplex,2,16,285015.4,OPTIMAL,0.0029,213,0,17.089015,NaN
Tiny,Tiny,highs,25,cold_simplex,2,17,286086.89,OPTIMAL,0.0029,214,0,16.892954,NaN
Tiny,Tiny,highs,25,cold_simplex,2,18,287158.37,OPTIMAL,0.0042,214,0,16.696893,NaN
